Country ID,Education Source Data,Country Name,Year,Education Spend (%),Source Data,Expenditure on R&D (%)
762,Government Expenditure,Tajikistan,2010,15.33,Higher education (%),0.4
762,Government Expenditure,Tajikistan,2010,15.33,Not distributed (%),19.7
764,Government Expenditure,Thailand,2005,20.55,GDP(%),0.2
764,Government Expenditure,Thailand,2005,20.55,Business Enterprises (%),48.7
764,Government Expenditure,Thailand,2005,20.55,Government (%),31.5
764,Government Expenditure,Thailand,2005,20.55,Higher education (%),14.9
764,Government Expenditure,Thailand,2005,20.55,Private non-profit (%),0.7
764,Government Expenditure,Thailand,2005,20.55,Funds from abroad (%),1.8
764,Government Expenditure,Thailand,2005,20.55,Not distributed (%),2.4
768,Government Expenditure,Togo,2010,19.62,GDP(%),0.3
768,Government Expenditure,Togo,2010,19.62,Government (%),88.3
768,Government Expenditure,Togo,2010,19.62,Funds from abroad (%),11.7
788,Government Expenditure,Tunisia,2005,26.7,GDP(%),0.7
788,Government Expenditure,Tunisia,2005,26.7,Business Enterprises (%),14.4
788,Government Expenditure,Tunisia,2005,26.7,Government (%),79.2
788,Government Expenditure,Tunisia,2005,26.7,Funds from abroad (%),6.4
788,Government Expenditure,Tunisia,2010,24.85,GDP(%),0.7
788,Government Expenditure,Tunisia,2010,24.85,Business Enterprises (%),17.1
788,Government Expenditure,Tunisia,2010,24.85,Government (%),78.1
788,Government Expenditure,Tunisia,2010,24.85,Funds from abroad (%),4.8
788,Government Expenditure,Tunisia,2015,22.9,GDP(%),0.6
788,Government Expenditure,Tunisia,2015,22.9,Business Enterprises (%),18.9
788,Government Expenditure,Tunisia,2015,22.9,Government (%),77.1
788,Government Expenditure,Tunisia,2015,22.9,Funds from abroad (%),3.9
792,Government Expenditure,Turkey,2015,12.84,GDP(%),0.9
792,Government Expenditure,Turkey,2015,12.84,Business Enterprises (%),50.1
792,Government Expenditure,Turkey,2015,12.84,Government (%),27.6
792,Government Expenditure,Turkey,2015,12.84,Higher education (%),18.1
792,Government Expenditure,Turkey,2015,12.84,Private non-profit (%),3.2
792,Government Expenditure,Turkey,2015,12.84,Funds from abroad (%),1.1
800,Government Expenditure,Uganda,2010,10.1,GDP(%),0.5
800,Government Expenditure,Uganda,2010,10.1,Business Enterprises (%),13.7
800,Government Expenditure,Uganda,2010,10.1,Government (%),21.9
800,Government Expenditure,Uganda,2010,10.1,Higher education (%),1.0
800,Government Expenditure,Uganda,2010,10.1,Private non-profit (%),6.0
800,Government Expenditure,Uganda,2010,10.1,Funds from abroad (%),57.3
800,Government Expenditure,Uganda,2014,10.88,GDP(%),0.2
800,Government Expenditure,Uganda,2014,10.88,Business Enterprises (%),3.4
800,Government Expenditure,Uganda,2014,10.88,Government (%),37.9
800,Government Expenditure,Uganda,2014,10.88,Higher education (%),2.3
800,Government Expenditure,Uganda,2014,10.88,Private non-profit (%),3.3
800,Government Expenditure,Uganda,2014,10.88,Funds from abroad (%),52.4
800,Government Expenditure,Uganda,2014,10.88,Not distributed (%),0.7
804,Government Expenditure,Ukraine,2005,13.74,GDP(%),1.0
804,Government Expenditure,Ukraine,2005,13.74,Business Enterprises (%),32.3
804,Government Expenditure,Ukraine,2005,13.74,Government (%),40.1
804,Government Expenditure,Ukraine,2005,13.74,Higher education (%),0.1
804,Government Expenditure,Ukraine,2005,13.74,Private non-profit (%),0.4
804,Government Expenditure,Ukraine,2005,13.74,Funds from abroad (%),24.4
804,Government Expenditure,Ukraine,2005,13.74,Not distributed (%),2.8
804,Government Expenditure,Ukraine,2016,12.35,GDP(%),0.5
804,Government Expenditure,Ukraine,2016,12.35,Business Enterprises (%),36.9
804,Government Expenditure,Ukraine,2016,12.35,Government (%),39.3
804,Government Expenditure,Ukraine,2016,12.35,Higher education (%),0.2
804,Government Expenditure,Ukraine,2016,12.35,Private non-profit (%),0.0
804,Government Expenditure,Ukraine,2016,12.35,Funds from abroad (%),22.1
804,Government Expenditure,Ukraine,2016,12.35,Not distributed (%),1.6
826,Government Expenditure,United Kingdom,2005,13.17,GDP(%),1.6
826,Government Expenditure,United Kingdom,2005,13.17,Business Enterprises (%),42.1
826,Government Expenditure,United Kingdom,2005,13.17,Government (%),32.7
826,Government Expenditure,United Kingdom,2005,13.17,Higher education (%),1.2
826,Government Expenditure,United Kingdom,2005,13.17,Private non-profit (%),4.7
826,Government Expenditure,United Kingdom,2005,13.17,Funds from abroad (%),19.3
826,Government Expenditure,United Kingdom,2010,13.03,GDP(%),1.7
826,Government Expenditure,United Kingdom,2010,13.03,Business Enterprises (%),44.0
826,Government Expenditure,United Kingdom,2010,13.03,Government (%),32.3
826,Government Expenditure,United Kingdom,2010,13.03,Higher education (%),1.2
826,Government Expenditure,United Kingdom,2010,13.03,Private non-profit (%),4.8
826,Government Expenditure,United Kingdom,2010,13.03,Funds from abroad (%),17.6
826,Government Expenditure,United Kingdom,2016,13.92,GDP(%),1.7
834,Government Expenditure,United Rep. of Tanzania,2010,19.65,GDP(%),0.4
834,Government Expenditure,United Rep. of Tanzania,2010,19.65,Business Enterprises (%),0.1
834,Government Expenditure,United Rep. of Tanzania,2010,19.65,Government (%),57.5
834,Government Expenditure,United Rep. of Tanzania,2010,19.65,Higher education (%),0.3
834,Government Expenditure,United Rep. of Tanzania,2010,19.65,Private non-profit (%),0.1
834,Government Expenditure,United Rep. of Tanzania,2010,19.65,Funds from abroad (%),42.0
840,Government Expenditure,United States of America,2010,13.15,GDP(%),2.7
840,Government Expenditure,United States of America,2010,13.15,Business Enterprises (%),56.9
840,Government Expenditure,United States of America,2010,13.15,Government (%),32.6
840,Government Expenditure,United States of America,2010,13.15,Higher education (%),3.0
840,Government Expenditure,United States of America,2010,13.15,Private non-profit (%),3.8
840,Government Expenditure,United States of America,2010,13.15,Funds from abroad (%),3.7
858,Government Expenditure,Uruguay,2011,14.93,GDP(%),0.3
858,Government Expenditure,Uruguay,2011,14.93,Business Enterprises (%),8.5
858,Government Expenditure,Uruguay,2011,14.93,Government (%),30.8
858,Government Expenditure,Uruguay,2011,14.93,Higher education (%),45.2
858,Government Expenditure,Uruguay,2011,14.93,Private non-profit (%),0.1
858,Government Expenditure,Uruguay,2011,14.93,Funds from abroad (%),6.5
858,Government Expenditure,Uruguay,2011,14.93,Not distributed (%),8.9
894,Government Expenditure,Zambia,2005,7.73,GDP(%),0.0
894,Government Expenditure,Zambia,2008,5.65,GDP(%),0.3
894,Government Expenditure,Zambia,2008,5.65,Business Enterprises (%),3.2
894,Government Expenditure,Zambia,2008,5.65,Government (%),94.8
894,Government Expenditure,Zambia,2008,5.65,Private non-profit (%),0.3
894,Government Expenditure,Zambia,2008,5.65,Funds from abroad (%),1.6
